log_id,recorded_at,warehouse,zone,temp_main_C,temp_return_C,humidity_pct,door_open_sec,compressor_hz,defrost_min,power_kw,disposal
CL02701,2026-08-14 10:55,C,냉동2,-17.49,-14.76,92.9,54.0,46.3,0.0,3.529,정상
CL01299,2026-07-06 14:10,C,냉동1,-18.51,-15.74,94.6,38.0,39.6,0.0,3.042,정상
CL03067,2026-08-24 15:01,B,냉동2,-18.49,-15.7,87.7,52.0,39.5,0.0,3.145,정상
CL00116,2026-06-04 06:38,B,냉동2,-18.7,-16.71,77.5,25.0,40.4,0.0,2.794,정상
CL02784,2026-08-16 14:59,A,냉동1,-17.87,-15.2,90.6,417.0,39.8,0.0,3.475,정상
CL02687,2026-08-13 23:59,A,냉동3,-18.76,-16.1,,41.0,36.7,0.0,2.976,정상
CL00068,2026-06-02 19:55,A,냉동1,-17.69,-14.86,78.1,42.0,52.1,0.0,3.722,정상
CL02184,2026-07-31 00:41,A,냉동3,-18.46,-15.92,84.6,27.0,47.8,21.9,4.114,정상
CL02511,2026-08-09 04:53,A,냉동3,-18.93,-16.69,78.9,14.0,39.4,0.0,2.974,정상
CL03270,2026-08-30 15:17,A,냉동1,-17.2,-14.88,83.8,27.0,56.2,0.0,4.482,정상
CL01836,2026-07-21 19:14,B,냉동1,-18.37,-15.95,80.7,25.0,42.8,0.0,3.367,정상
CL01695,2026-07-17 19:46,C,냉동1,-19.17,-16.49,80.3,161.0,39.7,0.0,3.382,정상
CL00843,2026-06-24 05:44,A,냉동3,-18.54,-15.87,86.1,22.0,44.1,0.0,3.473,정상
CL00614,2026-06-18 00:00,A,냉동1,-18.44,-16.09,84.5,5.0,46.1,0.0,3.649,정상
CL02136,2026-07-29 16:31,C,냉동1,-18.1,-15.09,83.4,40.0,47.0,0.0,3.813,정상
CL00388,2026-06-11 15:45,B,냉동1,-16.77,-14.4,95.0,80.0,57.8,0.0,4.84,정상
CL00019,2026-06-01 09:02,A,냉동1,-18.77,-15.39,88.3,80.0,40.6,0.0,3.172,정상
CL01253,2026-07-05 01:52,C,냉동2,-17.23,-14.75,81.0,16.0,49.9,0.0,3.932,정상
CL00213,2026-06-07 02:26,B,냉동1,-18.15,-15.43,85.9,80.0,47.8,0.0,3.541,정상
CL02234,2026-08-01 10:58,A,냉동2,-17.43,-14.94,87.5,77.0,52.3,0.0,4.37,정상
CL00938,2026-06-26 21:15,B,냉동3,-17.47,-15.1,81.7,3.0,47.1,0.0,3.458,정상
CL01838,2026-07-21 20:01,A,냉동1,-17.65,-14.97,84.1,6.0,52.0,0.0,3.507,정상
CL00673,2026-06-19 13:38,A,냉동1,-17.8,-15.57,80.3,19.0,53.7,0.0,3.835,정상
CL01166,2026-07-02 17:38,A,냉동1,-17.76,-14.87,81.4,34.0,47.8,0.0,3.867,정상
CL01522,2026-07-12 19:26,A,냉동1,-18.87,-15.86,86.2,84.0,49.6,0.0,3.943,정상
CL00750,2026-06-21 17:43,B,냉동2,-18.86,-15.61,94.7,47.0,33.1,0.0,2.826,정상
CL00901,2026-06-25 22:31,A,냉동1,-18.04,-15.19,79.9,5.0,39.9,0.0,2.832,정상
CL00801,2026-06-23 02:19,B,냉동1,-18.25,-16.07,85.4,27.0,46.0,0.0,3.348,정상
CL01163,2026-07-02 16:23,A,냉동3,-17.92,-14.95,81.6,27.0,48.8,16.5,3.876,정상
CL02800,2026-08-17 02:22,C,냉동3,-18.07,-15.72,81.2,23.0,43.9,0.0,3.545,정상
CL00004,2026-06-01 02:35,C,냉동1,-18.74,-16.63,86.8,2.0,36.0,0.0,2.691,정상
CL00151,2026-06-05 09:17,B,냉동1,-17.21,-14.5,82.1,40.0,54.8,0.0,4.22,정상
CL01077,2026-06-30 10:37,C,냉동2,-18.25,-15.96,85.2,86.0,42.1,21.8,3.682,정상
CL03405,2026-09-03 04:26,C,냉동3,-18.75,-16.21,80.2,2.0,42.1,0.0,3.417,정상
CL02515,2026-08-09 06:56,B,냉동2,-19.18,-16.46,81.2,26.0,35.7,0.0,2.55,정상
CL00486,2026-06-14 10:45,A,냉동1,-16.16,-13.76,79.5,58.0,50.6,0.0,3.939,정상
CL02086,2026-07-28 06:06,B,냉동3,-19.24,-16.65,86.2,7.0,39.8,0.0,2.892,정상
CL02480,2026-08-08 07:58,C,냉동1,-18.25,-15.7,87.2,10.0,46.9,0.0,3.357,정상
CL01587,2026-07-14 11:46,B,냉동1,-16.33,-13.63,95.8,171.0,45.4,0.0,3.222,폐기
CL01176,2026-07-02 22:54,C,냉동3,-17.67,-15.22,86.0,3.0,43.2,0.0,3.458,정상
CL01452,2026-07-10 16:49,B,냉동1,-18.61,-15.85,79.3,37.0,39.7,0.0,2.888,정상
CL00436,2026-06-12 21:33,C,냉동2,-18.23,-14.89,87.9,17.0,41.9,0.0,3.403,정상
CL00230,2026-06-07 14:48,B,냉동3,-17.58,-14.95,82.8,56.0,60.5,0.0,4.745,정상
CL03151,2026-08-26 23:58,B,냉동3,-18.34,-15.75,89.7,23.0,48.6,0.0,3.664,폐기
CL00963,2026-06-27 12:18,A,냉동3,-16.89,-14.39,88.3,48.0,50.8,0.0,4.383,정상
CL01690,2026-07-17 16:49,C,냉동1,-18.54,-15.24,82.9,18.0,40.9,0.0,3.142,정상
CL00685,2026-06-19 20:36,A,냉동3,-17.43,-15.05,79.8,9.0,46.1,0.0,3.74,정상
CL01072,2026-06-30 06:59,C,냉동2,-18.94,-15.85,86.2,8.0,45.7,0.0,3.149,정상
CL03055,2026-08-24 07:25,A,냉동2,-17.4,-14.68,88.7,8.0,58.1,0.0,4.35,정상
CL00705,2026-06-20 11:37,B,냉동2,-17.82,-15.1,82.6,62.0,48.2,16.6,4.11,정상
CL01558,2026-07-13 20:07,A,냉동2,-18.48,-16.28,79.4,4.0,44.7,0.0,3.391,정상
CL02139,2026-07-29 19:22,C,냉동1,-17.35,-14.49,83.8,45.0,45.6,0.0,3.258,정상
CL02331,2026-08-04 00:17,B,냉동3,-18.6,-15.27,,15.0,36.8,0.0,2.7,정상
CL02228,2026-08-01 06:14,B,냉동2,-17.52,-15.68,87.4,3.0,49.7,0.0,3.537,정상
CL02499,2026-08-08 20:18,A,냉동2,-17.75,-14.46,85.8,7.0,45.3,0.0,3.318,정상
CL01596,2026-07-14 17:04,C,냉동1,-17.35,-15.28,81.6,21.0,50.3,0.0,3.797,정상
CL02707,2026-08-14 13:50,A,냉동3,-18.74,-15.6,86.5,113.0,39.6,0.0,2.79,정상
CL00598,2026-06-17 12:58,B,냉동1,-17.23,-14.17,85.1,54.0,48.0,0.0,3.875,정상
CL03004,2026-08-22 21:05,B,냉동2,-17.68,-15.54,90.3,14.0,54.6,0.0,4.333,정상
CL02626,2026-08-12 10:45,A,냉동1,-17.95,-14.84,87.5,38.0,45.1,0.0,3.824,정상
CL01147,2026-07-02 05:46,B,냉동2,-18.25,-15.17,81.8,7.0,49.4,0.0,4.029,정상
CL00193,2026-06-06 12:02,A,냉동1,-18.52,-15.93,88.8,70.0,34.7,0.0,2.769,정상
CL01535,2026-07-13 05:22,B,냉동3,-18.57,-16.05,81.5,8.0,35.7,12.7,3.365,정상
CL01593,2026-07-14 14:42,A,냉동1,-16.07,-14.42,86.1,353.0,38.6,0.0,2.988,폐기
CL00684,2026-06-19 20:15,A,냉동1,-18.76,-15.98,81.6,15.0,50.5,0.0,4.152,정상
CL00504,2026-06-15 01:08,C,냉동1,-17.73,-15.75,78.9,8.0,44.0,0.0,3.216,정상
CL01137,2026-07-02 01:46,C,냉동2,-17.6,-15.17,77.1,2.0,51.9,0.0,3.866,정상
CL01936,2026-07-24 12:48,B,냉동1,-18.02,-15.74,84.0,52.0,43.0,0.0,3.181,정상
CL00714,2026-06-20 17:37,B,냉동3,-18.07,-15.46,86.8,36.0,47.8,0.0,3.568,정상
CL02408,2026-08-06 06:15,B,냉동1,-18.24,-16.02,82.9,7.0,48.1,0.0,3.772,정상
CL01245,2026-07-04 21:11,A,냉동3,-17.75,-14.78,71.3,3.0,52.5,0.0,3.881,정상
CL02404,2026-08-06 02:12,C,냉동3,-17.78,-15.04,89.4,5.0,54.8,0.0,4.336,정상
CL01409,2026-07-09 16:19,B,냉동1,-17.87,-16.23,89.3,11.0,45.5,0.0,3.717,정상
CL03198,2026-08-28 08:33,A,냉동1,-18.48,-16.21,85.7,117.0,45.7,0.0,3.791,정상
CL00491,2026-06-14 16:37,A,냉동1,-17.91,-15.1,84.4,60.0,47.0,0.0,3.293,정상
CL02458,2026-08-07 17:27,A,냉동1,-18.32,-15.1,85.2,58.0,39.0,0.0,2.984,정상
CL02195,2026-07-31 07:15,C,냉동1,-17.98,-14.52,84.7,32.0,51.9,14.2,4.295,정상
CL00369,2026-06-11 04:43,C,냉동2,-17.4,-14.25,79.4,15.0,44.5,0.0,3.262,정상
CL00308,2026-06-09 14:51,C,냉동1,-18.12,-15.23,84.6,46.0,46.8,0.0,3.369,정상
CL02152,2026-07-30 02:45,A,냉동1,-19.39,-17.09,76.2,20.0,36.1,0.0,2.509,정상
CL00348,2026-06-10 17:53,A,냉동3,-18.15,-15.12,79.6,88.0,47.7,0.0,3.629,정상
CL00842,2026-06-24 04:56,A,냉동1,-17.67,-15.16,89.3,11.0,52.2,0.0,3.974,정상
CL01865,2026-07-22 15:14,C,냉동2,-16.78,-13.92,84.0,94.0,54.2,0.0,4.096,정상
CL01880,2026-07-23 00:00,A,냉동2,-18.08,-15.62,80.9,1.0,49.1,0.0,4.44,정상
CL00815,2026-06-23 13:09,B,냉동2,-18.17,-15.41,89.6,66.0,49.2,0.0,3.593,정상
CL02985,2026-08-22 06:40,C,냉동2,-18.47,-15.68,85.5,6.0,52.0,0.0,3.952,정상
CL03034,2026-08-23 17:45,B,냉동1,-17.9,-15.62,81.4,41.0,47.7,0.0,3.456,정상
CL01001,2026-06-28 13:51,B,냉동2,-18.36,-15.58,82.7,124.0,40.7,0.0,3.189,정상
CL03380,2026-09-02 09:43,B,냉동3,-17.58,-14.26,82.6,24.0,48.6,0.0,3.716,정상
CL03353,2026-09-01 18:15,A,냉동1,-17.28,-14.69,82.1,45.0,46.3,0.0,3.461,정상
CL00706,2026-06-20 12:12,B,냉동2,-17.69,-15.16,78.3,8.0,43.8,0.0,2.961,정상
CL00454,2026-06-13 07:34,B,냉동3,-17.54,-14.62,82.1,7.0,48.2,0.0,4.022,정상
CL01963,2026-07-25 03:22,A,냉동2,-18.22,-15.11,78.9,11.0,45.2,0.0,3.38,정상
CL01924,2026-07-24 07:06,A,냉동2,-18.19,-15.89,88.3,16.0,54.7,19.2,4.114,정상
CL00159,2026-06-05 15:43,C,냉동1,-18.2,-15.58,86.5,36.0,46.7,12.8,3.52,정상
CL03283,2026-08-30 23:44,C,냉동2,-17.11,-16.78,84.4,248.0,38.6,24.4,3.42,정상
CL00974,2026-06-27 20:53,C,냉동2,-17.91,-15.38,79.9,7.0,50.0,0.0,3.544,정상
CL00062,2026-06-02 16:14,A,냉동1,-17.55,-13.93,86.1,68.0,46.2,0.0,3.415,정상
CL00370,2026-06-11 07:06,C,냉동1,-17.79,-16.15,82.5,8.0,47.7,0.0,4.409,정상
CL01594,2026-07-14 15:06,A,냉동3,-17.14,-14.83,85.4,124.0,50.0,0.0,4.188,정상
CL01090,2026-06-30 20:18,B,냉동2,-18.06,-15.18,87.4,4.0,51.5,0.0,3.961,정상
CL00646,2026-06-18 19:33,B,냉동3,-17.29,-14.49,92.9,80.0,50.9,0.0,4.355,정상
CL00305,2026-06-09 11:34,A,냉동3,-17.8,-15.26,84.3,83.0,45.7,0.0,3.205,정상
CL02090,2026-07-28 08:52,A,냉동3,-17.65,-14.9,85.3,41.0,51.3,24.1,4.069,정상
CL01241,2026-07-04 17:56,B,냉동2,-18.24,-15.51,94.1,117.0,45.1,0.0,3.352,정상
CL00238,2026-06-07 23:33,A,냉동2,-17.95,-15.34,88.6,34.0,44.8,0.0,3.664,정상
CL02948,2026-08-21 03:50,A,냉동1,-17.74,-15.26,83.4,37.0,49.2,0.0,4.085,정상
CL01171,2026-07-02 21:30,B,냉동3,-18.0,-14.98,85.0,3.0,46.2,0.0,3.407,정상
CL01244,2026-07-04 20:42,B,냉동2,-18.75,-15.91,79.7,4.0,38.9,0.0,2.991,정상
CL00586,2026-06-17 05:46,B,냉동1,-18.48,-15.52,90.0,4.0,35.5,0.0,2.75,정상
CL01369,2026-07-08 14:04,B,냉동3,-17.2,-14.6,86.4,25.0,51.6,0.0,4.284,정상
CL00968,2026-06-27 14:59,B,냉동2,-18.4,-15.42,82.1,62.0,42.5,0.0,3.05,정상
CL02791,2026-08-16 17:56,B,냉동2,-17.44,-14.29,86.1,131.0,41.0,0.0,3.324,정상
CL02559,2026-08-10 14:21,A,냉동1,-17.63,-14.96,87.2,149.0,44.1,0.0,3.37,정상
CL00387,2026-06-11 15:04,A,냉동2,-18.32,-15.39,88.8,33.0,47.2,0.0,3.783,정상
CL02430,2026-08-06 20:06,B,냉동3,-18.22,-14.68,91.2,13.0,45.3,0.0,3.409,정상
CL00555,2026-06-16 12:22,C,냉동3,-17.21,-14.72,81.8,39.0,54.2,0.0,4.394,정상
CL00146,2026-06-05 05:20,A,냉동1,-19.51,-17.07,79.6,36.0,38.6,15.2,3.435,정상
CL03296,2026-08-31 06:48,B,냉동1,-18.41,-16.29,91.0,15.0,47.3,0.0,4.441,정상
CL01417,2026-07-09 20:36,C,냉동3,-18.34,-16.06,85.6,1.0,45.1,0.0,3.918,정상
CL02853,2026-08-18 13:23,A,냉동1,-17.57,-15.79,85.2,9.0,42.3,0.0,3.603,정상
CL01079,2026-06-30 12:00,A,냉동1,-18.41,-14.85,87.6,65.0,44.6,0.0,3.666,정상
CL02618,2026-08-12 05:19,B,냉동1,-18.07,-15.48,89.1,3.0,42.3,13.7,3.378,정상
CL02730,2026-08-15 05:52,C,냉동2,-17.48,-14.78,80.0,25.0,47.8,0.0,3.532,정상
CL00317,2026-06-09 22:18,A,냉동1,-18.26,-15.55,83.7,32.0,47.1,0.0,3.79,정상
CL02055,2026-07-27 12:08,B,냉동2,-18.06,-15.18,83.7,29.0,48.9,0.0,3.616,정상
CL03092,2026-08-25 07:30,C,냉동2,-17.95,-16.11,84.2,8.0,49.6,0.0,3.465,정상
CL01404,2026-07-09 11:08,C,냉동3,-17.43,-14.76,86.4,72.0,52.3,0.0,3.674,정상
CL01433,2026-07-10 06:29,A,냉동1,-19.05,-16.11,78.7,19.0,44.4,21.1,4.092,정상
CL01572,2026-07-14 04:01,B,냉동1,-16.65,-14.15,93.1,2.0,62.2,0.0,4.872,폐기
CL00694,2026-06-20 03:13,B,냉동3,-18.22,-15.3,82.1,3.0,45.3,0.0,3.58,정상
CL01898,2026-07-23 13:16,B,냉동1,-17.77,-14.94,76.5,12.0,54.5,0.0,4.573,정상
CL02383,2026-08-05 14:12,B,냉동1,-17.33,-14.57,85.5,58.0,55.5,0.0,3.842,정상
CL02729,2026-08-15 04:33,B,냉동1,-17.64,-14.9,91.9,14.0,47.6,0.0,3.751,정상
CL00282,2026-06-08 22:16,A,냉동3,-18.14,-15.66,80.1,42.0,46.8,0.0,3.909,정상
CL03349,2026-09-01 16:15,B,냉동3,-17.84,-15.4,87.6,21.0,49.9,0.0,3.851,정상
CL02265,2026-08-02 03:20,C,냉동1,-17.44,-14.51,86.6,36.0,51.2,25.0,4.606,정상
CL00406,2026-06-12 01:47,B,냉동1,-18.11,-15.68,86.8,13.0,41.6,0.0,3.587,정상
CL02613,2026-08-12 00:56,B,냉동3,-17.78,-15.69,86.5,4.0,47.9,0.0,3.581,폐기
CL00181,2026-06-06 05:31,B,냉동2,-18.58,-16.29,80.0,6.0,40.0,0.0,3.028,정상
CL01167,2026-07-02 17:41,A,냉동1,-17.9,-15.48,87.9,33.0,48.2,0.0,3.877,정상
CL01260,2026-07-05 08:17,C,냉동1,-17.6,-14.69,77.6,35.0,47.5,0.0,3.584,정상
CL02342,2026-08-04 05:58,B,냉동1,-18.48,-16.13,77.0,3.0,48.8,0.0,4.036,정상
CL02534,2026-08-09 19:22,C,냉동2,-18.24,-14.79,90.2,36.0,53.2,0.0,4.326,정상
CL03182,2026-08-27 22:04,C,냉동3,-18.66,-16.95,84.1,28.0,37.4,13.0,3.092,정상
CL02790,2026-08-16 16:59,B,냉동3,-18.38,-15.05,80.5,110.0,48.3,0.0,3.36,정상
CL00320,2026-06-10 00:40,A,냉동1,-18.77,-16.75,87.9,5.0,42.9,0.0,3.635,정상
CL03305,2026-08-31 11:10,C,냉동2,-18.76,-16.02,87.7,15.0,45.0,0.0,3.527,정상
CL00793,2026-06-22 21:44,C,냉동1,-18.99,-16.52,89.1,11.0,39.7,0.0,3.388,정상
CL00516,2026-06-15 07:18,C,냉동1,-18.66,-16.51,80.3,13.0,45.8,16.1,4.061,정상
CL00691,2026-06-20 00:26,B,냉동3,-18.65,-16.03,91.8,10.0,36.0,0.0,2.665,정상
CL00524,2026-06-15 14:28,A,냉동3,-18.17,-15.56,81.0,57.0,48.4,0.0,3.553,정상
CL01190,2026-07-03 06:23,B,냉동3,-17.92,-15.27,87.6,3.0,45.6,0.0,3.776,정상
CL00312,2026-06-09 16:47,B,냉동3,-17.21,-14.7,88.1,57.0,50.0,0.0,3.983,정상
CL00217,2026-06-07 04:57,B,냉동2,-17.68,-14.68,83.7,59.0,47.4,0.0,4.306,정상
CL02143,2026-07-29 22:19,A,냉동2,-18.87,-16.51,90.8,34.0,43.4,0.0,3.257,정상
CL00424,2026-06-12 11:27,B,냉동3,-18.07,-15.03,86.5,92.0,46.2,0.0,3.362,정상
CL01776,2026-07-20 07:04,A,냉동1,-17.8,-15.24,80.7,3.0,46.7,0.0,3.496,정상
CL03341,2026-09-01 11:09,B,냉동3,-16.91,-14.31,90.5,13.0,57.9,0.0,4.302,정상
CL02218,2026-07-31 22:47,A,냉동2,-17.2,-14.4,93.0,17.0,42.9,0.0,3.741,정상
CL02816,2026-08-17 11:41,A,냉동2,-18.06,-15.59,82.1,12.0,44.1,0.0,3.387,정상
CL01198,2026-07-03 11:44,B,냉동1,-18.03,-14.85,86.5,104.0,46.8,0.0,3.935,정상
CL02100,2026-07-28 14:35,B,냉동2,-18.01,-15.16,88.5,17.0,44.9,0.0,3.471,정상
CL00807,2026-06-23 07:34,B,냉동1,-18.21,-15.88,87.3,8.0,47.6,0.0,3.187,정상
CL01598,2026-07-14 19:28,B,냉동3,-16.35,-13.67,81.7,39.0,60.3,0.0,4.886,폐기
CL02826,2026-08-17 19:49,A,냉동2,-17.32,-14.39,86.3,95.0,51.1,0.0,3.665,정상
CL01703,2026-07-18 00:29,C,냉동2,-17.77,-15.68,81.1,20.0,37.6,0.0,2.478,정상
CL01576,2026-07-14 05:35,A,냉동1,-19.02,-16.25,86.4,4.0,42.3,0.0,3.256,정상
CL01813,2026-07-21 04:30,A,냉동2,-17.28,-13.88,77.7,14.0,46.7,0.0,,정상
CL02522,2026-08-09 11:09,A,냉동3,-17.92,-15.8,76.2,19.0,48.0,0.0,3.826,정상
CL02940,2026-08-20 22:27,B,냉동3,-17.72,-15.15,85.7,13.0,45.1,0.0,3.444,정상
CL03218,2026-08-28 23:59,C,냉동3,-18.88,-16.45,85.6,18.0,37.8,0.0,2.903,정상
CL03249,2026-08-30 01:25,C,냉동1,-18.12,-15.68,94.5,3.0,45.0,0.0,3.3,정상
CL00246,2026-06-08 04:07,B,냉동1,-18.22,-16.12,84.8,20.0,44.6,0.0,3.284,정상
CL00498,2026-06-14 20:54,A,냉동1,-18.18,-15.49,88.9,2.0,47.2,0.0,4.138,정상
CL00525,2026-06-15 14:55,C,냉동1,-18.46,-15.79,79.6,24.0,45.0,0.0,3.273,정상
CL00510,2026-06-15 04:10,B,냉동3,-18.54,-15.3,72.6,10.0,47.6,0.0,3.78,정상
CL01022,2026-06-29 00:41,C,냉동3,-17.18,-14.86,87.7,14.0,48.5,0.0,3.61,정상
CL00501,2026-06-14 23:45,A,냉동1,-17.24,-14.17,91.9,18.0,50.4,0.0,4.229,정상
CL00425,2026-06-12 12:11,A,냉동3,-18.2,-15.32,79.4,62.0,56.6,24.3,4.828,정상
CL01436,2026-07-10 07:57,A,냉동3,-18.09,-16.03,83.0,3.0,47.4,0.0,3.39,정상
CL01520,2026-07-12 16:35,B,냉동2,-17.52,-15.2,91.7,43.0,53.0,13.6,4.231,정상
CL01219,2026-07-04 04:05,C,냉동1,-18.72,-16.13,87.8,22.0,48.2,0.0,3.163,정상
CL01081,2026-06-30 14:12,B,냉동2,-18.51,-15.89,79.6,36.0,51.1,0.0,4.081,정상
CL00526,2026-06-15 15:39,C,냉동1,-17.9,-15.37,87.4,173.0,40.4,0.0,3.012,정상
CL01612,2026-07-15 04:07,B,냉동1,-15.8,-12.75,96.5,2.0,57.3,0.0,4.333,폐기
CL00818,2026-06-23 14:44,C,냉동1,-17.49,-15.16,82.4,43.0,52.5,0.0,4.178,정상
CL01782,2026-07-20 10:25,B,냉동2,-17.26,-14.01,89.1,72.0,48.5,0.0,3.349,정상
CL02219,2026-07-31 23:11,A,냉동2,-18.19,-16.24,77.5,1.0,50.6,0.0,4.125,정상
CL02292,2026-08-02 18:12,B,냉동2,-17.04,-14.44,86.5,58.0,53.9,0.0,4.086,정상
CL03010,2026-08-23 03:26,A,냉동2,-17.83,-14.89,83.0,2.0,50.0,0.0,3.63,정상
CL00773,2026-06-22 06:27,A,냉동2,-19.18,-16.7,85.3,4.0,36.7,0.0,2.872,정상
CL00071,2026-06-02 22:25,C,냉동2,-17.86,-15.02,89.8,5.0,40.1,0.0,2.774,정상
CL02364,2026-08-05 00:04,C,냉동2,-18.81,-15.49,81.5,16.0,38.6,0.0,2.765,정상
CL02779,2026-08-16 12:54,B,냉동3,-18.16,-16.52,86.2,14.0,43.6,0.0,3.43,정상
CL01233,2026-07-04 10:57,A,냉동3,-18.96,-16.19,85.2,40.0,42.9,0.0,3.261,정상
CL02976,2026-08-21 23:32,A,냉동2,-18.29,-14.88,88.3,37.0,41.2,0.0,3.277,정상
CL02191,2026-07-31 04:33,B,냉동1,-18.43,-15.83,76.9,31.0,44.9,0.0,3.194,정상
CL01247,2026-07-04 22:32,B,냉동2,-18.11,-15.87,76.5,37.0,44.2,0.0,3.095,정상
CL02704,2026-08-14 13:02,B,냉동1,-17.72,-14.07,87.4,41.0,54.1,0.0,4.281,정상
CL00240,2026-06-08 00:39,C,냉동2,-18.25,-15.8,77.1,4.0,44.4,21.5,3.815,정상
CL00329,2026-06-10 04:28,B,냉동2,-18.12,-15.12,78.8,10.0,46.7,0.0,3.66,정상
CL02338,2026-08-04 03:37,C,냉동1,-19.03,-16.14,84.3,5.0,41.3,0.0,3.714,정상
CL01633,2026-07-15 21:04,B,냉동2,-15.51,-12.89,90.8,3.0,56.2,0.0,4.401,폐기
CL01639,2026-07-16 02:40,C,냉동2,-18.01,-15.14,,6.0,46.4,0.0,3.53,정상
CL00746,2026-06-21 14:24,A,냉동3,-17.87,-15.36,82.2,70.0,42.5,0.0,3.207,정상
CL01252,2026-07-05 01:11,B,냉동2,-17.69,-15.63,89.5,17.0,43.4,0.0,3.368,정상
CL03377,2026-09-02 07:27,A,냉동3,-18.67,-15.76,85.6,22.0,43.3,0.0,3.279,정상
CL02975,2026-08-21 22:44,C,냉동1,-18.24,-15.68,87.0,28.0,44.3,0.0,3.258,정상
CL02539,2026-08-10 00:36,C,냉동1,-18.56,-16.27,78.8,51.0,38.0,18.3,3.696,정상
CL01060,2026-06-30 00:56,C,냉동3,-18.61,-16.37,88.9,19.0,48.7,0.0,3.645,정상
CL01078,2026-06-30 11:40,A,냉동3,-16.9,-13.78,89.5,113.0,53.4,0.0,3.707,정상
CL01814,2026-07-21 05:24,B,냉동3,-18.11,-15.66,89.2,4.0,50.0,0.0,3.606,정상
CL00106,2026-06-03 22:37,A,냉동2,-18.09,-15.37,84.8,10.0,41.1,0.0,3.091,정상
CL03020,2026-08-23 11:29,A,냉동1,-17.59,-15.32,81.7,58.0,44.4,0.0,3.632,정상
CL03018,2026-08-23 10:17,A,냉동1,-18.19,-15.0,82.9,136.0,42.6,0.0,3.013,정상
CL00380,2026-06-11 11:54,A,냉동1,-18.0,-15.11,86.2,4.0,55.8,0.0,4.105,정상
CL01266,2026-07-05 11:29,B,냉동2,-17.95,-15.55,88.0,5.0,52.9,0.0,3.627,정상
CL02655,2026-08-13 06:48,C,냉동3,-18.03,-15.39,78.6,18.0,49.2,0.0,4.088,정상
CL03299,2026-08-31 07:36,A,냉동3,-18.85,-16.26,79.7,15.0,37.3,0.0,2.664,정상
CL00570,2026-06-16 21:40,C,냉동1,-18.24,-15.36,79.7,1.0,47.9,14.2,4.339,정상
CL01227,2026-07-04 07:06,B,냉동1,-18.06,-15.67,85.8,15.0,49.8,0.0,4.014,정상
CL01101,2026-07-01 00:57,A,냉동1,-17.79,-15.34,89.1,8.0,48.4,0.0,3.32,정상
CL01868,2026-07-22 16:34,A,냉동2,-18.01,-14.9,93.6,70.0,48.1,0.0,3.697,정상
CL01132,2026-07-02 00:26,A,냉동2,-19.38,-16.73,80.6,7.0,30.6,0.0,2.151,정상
CL01052,2026-06-29 21:08,B,냉동3,-19.22,-16.21,90.2,0.0,36.0,0.0,2.975,정상
CL02598,2026-08-11 17:32,B,냉동1,-17.56,-14.72,87.3,45.0,47.7,0.0,3.469,정상
CL01341,2026-07-07 16:54,C,냉동1,-17.77,-14.43,80.3,46.0,45.5,0.0,3.543,정상
CL02845,2026-08-18 09:09,A,냉동1,-17.14,-14.45,81.4,27.0,47.8,0.0,3.626,정상
CL00936,2026-06-26 19:52,B,냉동2,-17.4,-14.28,89.4,48.0,50.9,0.0,4.407,정상
CL03089,2026-08-25 05:53,B,냉동1,-18.51,-16.54,83.2,9.0,41.4,19.8,3.584,정상
CL00343,2026-06-10 14:24,B,냉동2,-16.78,-15.69,97.5,245.0,49.2,0.0,4.014,정상
CL00617,2026-06-18 01:21,A,냉동2,-17.87,-15.72,80.7,15.0,46.6,0.0,3.532,정상
CL02254,2026-08-01 22:05,B,냉동1,-18.4,-15.89,95.2,0.0,41.0,0.0,3.244,정상
CL02648,2026-08-13 02:48,B,냉동3,-17.51,-15.0,86.9,6.0,49.0,0.0,3.826,정상
CL02771,2026-08-16 07:27,A,냉동2,-18.13,-15.84,79.6,8.0,51.8,13.0,3.941,정상
CL03215,2026-08-28 20:20,A,냉동3,-18.61,-15.99,84.2,0.0,40.9,0.0,3.219,정상
CL03304,2026-08-31 10:35,A,냉동3,-18.19,-14.83,84.3,81.0,47.7,0.0,3.705,정상
CL00666,2026-06-19 09:42,C,냉동1,-17.81,-14.78,80.6,69.0,47.5,0.0,3.407,정상
CL01615,2026-07-15 05:31,C,냉동1,-17.96,-15.77,77.3,15.0,45.1,14.8,3.63,정상
CL02498,2026-08-08 19:06,C,냉동1,-17.53,-14.46,89.3,123.0,49.2,0.0,3.978,정상
CL00868,2026-06-25 02:57,A,냉동3,-18.16,-15.68,83.8,7.0,50.9,0.0,3.469,정상
CL02502,2026-08-08 22:03,B,냉동1,-18.92,-16.66,90.2,15.0,40.0,0.0,3.254,정상
CL00521,2026-06-15 11:16,B,냉동1,-17.89,-14.59,86.9,126.0,51.3,0.0,3.601,정상
CL01128,2026-07-01 21:31,C,냉동2,-18.85,-16.33,80.9,0.0,43.0,16.2,3.721,정상
CL03091,2026-08-25 07:18,B,냉동2,-18.2,-15.67,85.1,13.0,43.7,0.0,3.239,정상
CL02445,2026-08-07 08:15,B,냉동1,-17.44,-14.19,94.8,87.0,55.4,0.0,4.798,정상
CL02728,2026-08-15 04:03,A,냉동3,-18.01,-15.93,88.8,7.0,49.4,0.0,3.303,정상
