cell_id,inspected_at,line,shift,open_voltage_V,capacity_mAh,internal_resistance_mOhm,thickness_mm,weight_g,charge_time_min,chamber_temp_C,chamber_humidity_pct,inspector,result
CELL-00993,2026-04-11 23:32,B라인,야간,3.712,5054.9,22.35,10.991,69.31,73.8,22.2,44.8,이하영,합격
CELL-00994,2026-04-12 00:07,B라인,야간,3.677,5018.3,26.52,11.165,69.32,89.8,20.8,49.8,박정민,합격
CELL-00995,2026-04-12 00:56,B라인,주간,3.661,4868.4,20.99,11.39,70.31,69.2,18.9,45.7,김수현,합격
CELL-00996,2026-04-12 02:14,C라인,야간,3.654,4876.7,19.9,10.838,69.78,78.1,23.3,43.2,김수현,합격
CELL-00997,2026-04-12 02:17,A라인,야간,3.645,4846.9,21.67,10.967,69.0,80.4,27.5,44.6,김수현,합격
CELL-00998,2026-04-12 02:41,A라인,야간,3.683,4918.8,23.1,11.264,69.34,64.2,21.7,38.0,김수현,합격
CELL-00999,2026-04-12 02:51,B라인,주간,3.669,4978.9,25.59,10.888,69.61,68.2,22.2,31.1,박정민,합격
CELL-01000,2026-04-12 03:12,C라인,주간,3.639,4891.3,22.19,10.946,71.21,73.0,25.6,42.8,한서린,합격
CELL-01001,2026-04-12 03:56,B라인,주간,3.645,4886.3,20.84,11.018,70.93,67.7,22.2,48.2,김수현,합격
CELL-01002,2026-04-12 07:48,C라인,주간,3.69,4894.0,22.68,10.826,70.22,68.2,24.3,56.2,박정민,합격
CELL-01003,2026-04-12 08:08,A라인,주간,3.627,4707.1,18.59,11.057,70.75,63.9,24.4,39.2,이하영,합격
CELL-01004,2026-04-12 08:51,A라인,주간,3.718,4776.7,19.33,11.044,69.47,76.1,24.4,50.9,김수현,합격
CELL-01005,2026-04-12 11:30,A라인,주간,3.722,5017.6,24.0,10.952,71.58,67.2,25.4,44.5,한서린,합격
CELL-01006,2026-04-12 12:30,C라인,주간,3.657,4825.8,22.87,11.144,70.88,68.8,24.2,38.0,김수현,합격
CELL-01007,2026-04-12 13:09,B라인,주간,3.709,4787.9,21.36,11.047,69.98,79.8,26.8,49.5,이하영,합격
CELL-01008,2026-04-12 13:30,B라인,야간,3.666,4761.9,26.86,11.026,70.79,69.9,23.7,37.8,김수현,합격
CELL-01009,2026-04-12 14:21,B라인,주간,3.722,4884.2,17.83,10.807,69.54,81.6,25.7,36.8,한서린,합격
CELL-01010,2026-04-12 14:43,A라인,주간,3.685,4853.9,16.25,10.969,70.07,79.1,23.8,42.2,김수현,합격
CELL-01011,2026-04-12 16:38,C라인,야간,3.64,4663.3,14.67,11.248,70.71,72.7,25.2,44.6,박정민,합격
CELL-01012,2026-04-12 16:52,C라인,주간,3.714,4755.7,30.91,11.076,70.36,69.4,26.9,42.8,한서린,합격
CELL-01013,2026-04-12 17:49,B라인,야간,3.72,4881.6,18.63,10.768,69.93,66.5,24.1,47.1,이하영,합격
CELL-01014,2026-04-12 17:54,C라인,야간,3.691,4948.9,27.19,11.238,71.2,72.2,25.3,53.0,김수현,합격
CELL-01015,2026-04-12 18:21,A라인,주간,3.717,4757.5,13.72,11.174,69.7,84.2,25.9,55.6,정우석,합격
CELL-01016,2026-04-12 18:28,A라인,야간,3.719,5074.0,26.99,11.181,68.93,67.2,20.8,50.4,정우석,합격
CELL-01017,2026-04-12 19:52,A라인,야간,3.687,5028.6,26.47,11.362,70.15,71.7,19.4,58.4,정우석,합격
CELL-01018,2026-04-12 20:22,B라인,야간,3.743,4902.6,21.42,10.813,71.08,62.4,24.4,48.5,한서린,합격
CELL-01019,2026-04-12 21:13,C라인,야간,3.652,5123.5,18.33,11.038,69.91,77.7,23.1,36.4,이하영,합격
CELL-01020,2026-04-12 21:16,B라인,주간,3.62,5167.4,23.62,10.898,69.13,71.6,22.7,34.6,박정민,합격
CELL-01021,2026-04-12 22:28,C라인,야간,3.7,4742.8,25.64,10.911,70.63,54.7,22.9,32.2,박정민,합격
CELL-01022,2026-04-12 23:42,B라인,주간,3.671,4783.1,21.98,10.741,68.31,75.9,25.3,57.1,김수현,합격
CELL-01023,2026-04-12 23:45,A라인,주간,3.631,4813.0,20.42,10.893,71.14,75.7,23.9,47.7,김수현,합격
CELL-01024,2026-04-13 00:21,C라인,야간,3.657,4867.3,19.46,11.126,68.36,67.6,21.9,47.2,박정민,합격
CELL-01025,2026-04-13 00:25,B라인,야간,3.723,4649.7,21.62,11.178,70.55,63.7,21.8,41.3,이하영,합격
CELL-01026,2026-04-13 00:27,A라인,주간,3.702,4858.3,27.64,10.962,70.0,71.6,19.4,44.6,이하영,합격
CELL-01027,2026-04-13 02:12,B라인,주간,3.66,5075.6,20.09,10.98,70.41,76.7,23.7,31.9,정우석,합격
CELL-01028,2026-04-13 02:43,B라인,주간,3.729,4896.2,25.79,10.807,72.15,57.1,21.5,39.5,박정민,합격
CELL-01029,2026-04-13 04:53,B라인,야간,3.693,5068.7,15.79,10.755,68.52,65.4,23.6,42.8,한서린,합격
CELL-01030,2026-04-13 04:53,A라인,주간,3.66,4837.5,22.99,11.07,71.53,57.9,27.1,41.8,김수현,합격
CELL-01031,2026-04-13 06:28,B라인,야간,3.718,4887.7,21.75,10.905,70.38,94.7,19.8,52.6,한서린,합격
CELL-01032,2026-04-13 06:39,B라인,야간,3.701,5042.1,20.83,11.112,69.12,63.7,19.3,31.6,이하영,합격
CELL-01033,2026-04-13 07:30,C라인,야간,3.653,5147.4,19.4,11.088,69.57,63.4,24.5,53.7,박정민,합격
CELL-01034,2026-04-13 07:40,B라인,주간,3.627,4977.4,20.13,11.136,69.04,62.6,25.4,45.4,정우석,합격
CELL-01035,2026-04-13 08:12,B라인,주간,3.652,4820.1,25.63,10.836,70.46,75.8,23.1,51.7,이하영,합격
CELL-01036,2026-04-13 10:14,C라인,야간,3.671,4732.4,17.55,10.799,70.24,81.0,22.8,41.0,김수현,합격
CELL-01037,2026-04-13 11:14,B라인,야간,3.679,4896.9,22.38,10.948,70.35,78.4,21.2,44.4,김수현,합격
CELL-01038,2026-04-13 12:13,C라인,야간,3.647,5035.5,20.31,10.717,69.58,72.4,,30.4,김수현,합격
CELL-01039,2026-04-13 13:05,B라인,주간,3.68,5116.6,20.68,10.995,71.04,81.0,23.9,45.3,박정민,합격
CELL-01040,2026-04-13 14:24,C라인,주간,3.618,4889.6,20.83,10.953,69.26,69.3,19.8,49.9,한서린,합격
CELL-01041,2026-04-13 14:32,B라인,주간,3.719,4793.1,21.71,11.001,71.74,65.7,18.7,37.8,박정민,합격
CELL-01042,2026-04-13 14:54,A라인,주간,3.657,5112.6,18.47,11.003,69.87,70.4,22.8,49.6,이하영,합격
CELL-01043,2026-04-13 15:26,A라인,주간,3.75,5028.3,20.44,10.494,70.66,74.4,24.4,35.5,정우석,합격
CELL-01044,2026-04-13 16:18,A라인,주간,3.689,5133.4,23.62,11.101,70.29,62.8,23.7,49.7,한서린,합격
CELL-01045,2026-04-13 19:14,A라인,야간,3.655,5091.0,25.34,11.298,71.08,64.3,26.8,38.1,박정민,합격
CELL-01046,2026-04-13 19:43,A라인,주간,3.632,4870.8,23.83,10.817,69.4,64.9,25.9,31.4,정우석,합격
CELL-01047,2026-04-13 21:37,C라인,주간,3.629,4631.9,22.9,11.116,68.69,71.6,28.9,32.6,이하영,합격
CELL-01048,2026-04-13 22:46,A라인,야간,3.689,5017.0,23.83,11.039,71.42,62.5,24.5,36.8,박정민,합격
CELL-01049,2026-04-13 23:24,A라인,주간,3.704,4978.1,20.78,10.961,70.53,76.7,26.0,43.3,한서린,합격
CELL-01050,2026-04-14 00:12,C라인,야간,3.73,5239.3,21.22,11.182,70.81,66.3,22.5,52.8,이하영,합격
CELL-01051,2026-04-14 00:55,A라인,주간,3.744,4787.6,21.16,11.069,71.41,62.7,23.5,52.6,김수현,합격
CELL-01052,2026-04-14 04:15,A라인,주간,3.749,4781.8,25.26,10.946,71.31,65.9,22.4,44.5,한서린,합격
CELL-01053,2026-04-14 04:37,A라인,야간,3.718,4885.4,28.35,11.462,69.93,59.6,24.1,36.0,박정민,불합격
CELL-01054,2026-04-14 08:07,A라인,주간,3.657,4881.9,20.3,11.1,68.99,,28.1,38.8,이하영,합격
CELL-01055,2026-04-14 08:17,A라인,주간,3.677,4912.2,26.71,11.493,69.71,72.9,20.0,56.2,정우석,합격
CELL-01056,2026-04-14 08:38,A라인,주간,3.635,4955.5,20.78,10.866,69.7,65.0,28.2,52.2,박정민,합격
CELL-01057,2026-04-14 09:35,B라인,야간,3.694,4870.3,20.28,10.945,69.37,81.4,19.7,45.6,정우석,합격
CELL-01058,2026-04-14 11:37,A라인,야간,3.72,5019.1,19.85,10.911,70.05,78.3,19.3,37.3,김수현,합격
CELL-01059,2026-04-14 12:28,B라인,주간,3.759,5039.9,22.82,11.055,70.01,69.0,21.2,,한서린,합격
CELL-01060,2026-04-14 12:50,C라인,주간,3.673,4879.1,25.48,10.947,70.3,80.7,26.8,34.0,김수현,합격
CELL-01061,2026-04-14 13:07,C라인,주간,3.673,4954.2,24.51,10.949,69.74,76.1,27.0,45.8,정우석,합격
CELL-01062,2026-04-14 15:51,C라인,주간,3.609,5080.3,29.16,10.981,69.37,84.4,23.1,43.2,이하영,합격
CELL-01063,2026-04-14 17:40,A라인,주간,3.708,4961.0,26.72,10.834,69.31,65.7,28.4,30.7,김수현,합격
CELL-01064,2026-04-14 17:58,C라인,주간,3.697,4923.0,26.72,10.999,70.01,74.2,24.4,36.6,박정민,합격
CELL-01065,2026-04-14 18:15,B라인,주간,3.665,4882.9,26.38,10.75,69.86,83.2,22.2,46.5,김수현,합격
CELL-01066,2026-04-14 19:03,C라인,주간,3.672,4784.4,21.02,10.788,70.74,66.0,30.1,34.6,박정민,합격
CELL-01067,2026-04-14 19:18,B라인,주간,3.678,4848.8,17.23,10.965,69.16,70.2,23.7,36.6,박정민,합격
CELL-01068,2026-04-14 19:27,B라인,야간,3.749,5091.8,25.15,11.118,69.59,,20.3,49.8,김수현,합격
CELL-01069,2026-04-14 19:27,C라인,주간,3.663,4737.4,19.44,11.049,71.57,70.1,24.9,46.9,김수현,합격
CELL-01070,2026-04-14 19:52,A라인,야간,3.73,4772.8,18.82,10.913,71.65,77.1,21.8,52.5,박정민,합격
CELL-01071,2026-04-15 03:07,A라인,주간,3.66,4934.4,23.77,11.144,70.46,70.8,23.0,45.4,한서린,합격
CELL-01072,2026-04-15 03:11,B라인,주간,3.649,4711.2,20.87,10.9,69.29,63.5,23.3,52.2,이하영,합격
CELL-01073,2026-04-15 05:21,A라인,야간,3.621,4887.9,26.07,10.737,70.51,75.0,21.2,43.9,김수현,합격
CELL-01074,2026-04-15 05:32,C라인,야간,3.671,4924.6,20.2,11.164,70.94,65.3,19.6,43.6,정우석,합격
CELL-01075,2026-04-15 06:05,B라인,주간,3.698,5150.4,23.94,10.909,71.87,69.7,26.7,51.0,박정민,합격
CELL-01076,2026-04-15 06:15,A라인,야간,3.68,4804.1,22.85,10.955,71.0,69.9,21.7,41.9,김수현,합격
CELL-01077,2026-04-15 06:16,B라인,주간,3.627,4955.5,23.77,10.775,69.06,79.1,25.3,48.1,김수현,합격
CELL-01078,2026-04-15 06:29,B라인,주간,3.641,4737.7,25.8,10.706,69.71,68.4,29.1,58.8,김수현,합격
CELL-01079,2026-04-15 08:05,C라인,야간,3.662,4830.4,27.46,10.948,69.91,68.7,22.8,38.6,한서린,합격
CELL-01080,2026-04-15 09:12,A라인,주간,3.691,5159.2,24.64,10.8,68.35,72.5,23.3,49.2,김수현,합격
CELL-01081,2026-04-15 10:34,C라인,주간,3.7,4814.7,21.43,11.012,70.4,59.2,23.6,46.9,정우석,합격
CELL-01082,2026-04-15 11:35,A라인,주간,3.652,5130.7,23.43,11.077,68.75,72.1,23.3,53.4,김수현,합격
CELL-01083,2026-04-15 12:09,A라인,주간,3.715,4812.4,23.18,10.976,68.52,63.0,24.4,21.4,정우석,합격
CELL-01084,2026-04-15 14:41,C라인,야간,3.658,4949.9,23.68,11.045,70.95,69.0,21.4,48.4,정우석,합격
CELL-01085,2026-04-15 15:02,C라인,주간,3.65,4917.2,25.1,10.951,69.21,68.4,31.1,49.8,정우석,합격
CELL-01086,2026-04-15 15:26,A라인,주간,3.708,4909.9,20.6,10.827,68.47,66.1,30.3,54.0,정우석,합격
CELL-01087,2026-04-15 15:44,A라인,주간,3.675,4738.4,19.65,10.855,69.06,69.4,22.3,51.6,박정민,합격
CELL-01088,2026-04-15 17:37,B라인,야간,3.664,4993.3,21.31,10.784,69.6,79.7,23.5,59.1,한서린,합격
CELL-01089,2026-04-15 18:26,B라인,주간,3.666,4814.3,21.39,11.047,71.71,71.3,21.6,38.0,한서린,합격
CELL-01090,2026-04-15 19:32,C라인,야간,3.677,4846.6,21.8,10.762,70.83,72.9,19.1,39.7,박정민,합격
CELL-01091,2026-04-15 20:13,B라인,야간,3.631,4715.9,19.81,11.134,67.97,59.9,23.0,47.3,김수현,합격
CELL-01092,2026-04-15 21:05,B라인,주간,3.727,4904.2,17.12,11.236,70.09,48.9,23.4,43.4,이하영,합격
CELL-01093,2026-04-15 22:17,B라인,주간,3.687,4822.3,20.24,10.815,70.32,66.8,21.5,,정우석,합격
CELL-01094,2026-04-15 22:29,B라인,야간,3.742,4763.2,17.86,11.135,69.3,69.4,23.0,33.8,정우석,합격
CELL-01095,2026-04-15 22:44,C라인,야간,3.683,4736.3,24.81,11.075,70.93,84.1,22.1,49.8,김수현,합격
CELL-01096,2026-04-16 00:59,C라인,주간,3.655,4860.0,23.46,10.918,70.09,69.7,25.7,34.0,이하영,합격
CELL-01097,2026-04-16 01:38,A라인,야간,3.63,4859.5,19.05,10.979,71.3,71.2,20.8,35.2,박정민,합격
CELL-01098,2026-04-16 02:41,A라인,야간,3.677,4835.2,19.1,11.26,69.06,66.2,24.1,23.9,한서린,합격
CELL-01099,2026-04-16 04:55,A라인,주간,3.735,4816.4,22.85,11.21,72.3,74.4,22.9,39.4,박정민,합격
CELL-01100,2026-04-16 08:20,B라인,야간,3.726,4890.9,18.4,11.084,70.99,75.5,21.3,49.3,김수현,합격
CELL-01101,2026-04-16 10:12,C라인,야간,3.731,4763.1,22.19,10.797,69.06,63.7,20.3,53.7,김수현,합격
CELL-01102,2026-04-16 11:28,A라인,야간,3.685,5037.9,25.19,10.835,69.85,69.8,22.7,49.1,이하영,합격
CELL-01103,2026-04-16 13:20,A라인,야간,3.66,4778.8,15.69,10.983,71.69,71.3,23.4,45.8,이하영,합격
CELL-01104,2026-04-16 13:21,A라인,주간,3.63,4784.1,19.74,11.247,69.25,77.7,25.7,35.6,이하영,합격
CELL-01105,2026-04-16 13:28,A라인,주간,3.693,4891.6,16.7,11.046,70.05,69.4,24.1,36.1,한서린,합격
CELL-01106,2026-04-16 14:13,B라인,주간,3.661,4840.0,21.06,10.854,69.42,78.8,29.5,45.2,정우석,합격
CELL-01107,2026-04-16 16:37,B라인,주간,3.714,4806.3,14.92,10.751,70.23,72.9,24.9,42.8,이하영,합격
CELL-01108,2026-04-16 17:26,B라인,주간,3.713,4890.5,19.06,11.031,69.81,60.1,25.4,48.5,박정민,합격
CELL-01109,2026-04-16 18:12,C라인,주간,3.722,4949.0,21.09,10.761,69.97,76.6,27.6,51.5,김수현,합격
CELL-01110,2026-04-16 18:32,A라인,야간,3.654,4848.4,25.16,11.043,69.69,68.0,20.0,48.8,박정민,합격
CELL-01111,2026-04-16 19:24,A라인,야간,3.715,4919.4,18.89,11.222,70.24,74.2,23.8,51.8,한서린,합격
CELL-01112,2026-04-16 20:52,C라인,야간,3.715,5050.2,19.76,11.456,69.4,79.9,25.3,38.2,김수현,합격
CELL-01113,2026-04-16 22:16,B라인,주간,3.719,5013.8,22.96,10.854,68.88,60.9,20.2,47.0,이하영,합격
CELL-01114,2026-04-17 00:53,C라인,주간,3.716,4965.2,21.0,10.746,70.8,65.5,25.6,43.3,박정민,합격
CELL-01115,2026-04-17 00:58,C라인,야간,3.636,5001.0,21.77,10.722,71.22,70.4,27.0,63.1,한서린,합격
CELL-01116,2026-04-17 01:53,A라인,야간,3.663,4782.6,22.52,10.923,69.87,71.4,20.6,55.4,박정민,합격
CELL-01117,2026-04-17 02:31,B라인,주간,3.714,4779.5,20.87,10.951,70.87,72.4,21.0,37.2,박정민,합격
CELL-01118,2026-04-17 02:53,C라인,주간,3.717,4824.1,21.69,10.814,69.37,67.4,24.1,37.8,한서린,합격
CELL-01119,2026-04-17 04:15,A라인,주간,3.643,4893.7,16.3,10.823,69.04,62.9,21.5,50.8,한서린,합격
CELL-01120,2026-04-17 04:21,B라인,주간,3.673,4909.3,21.87,10.931,71.3,67.8,20.1,26.1,한서린,합격
CELL-01121,2026-04-17 04:57,B라인,주간,3.687,4655.7,22.63,11.188,68.86,73.3,25.4,46.4,김수현,합격
CELL-01122,2026-04-17 06:43,B라인,야간,3.675,4838.6,20.66,10.771,69.85,70.3,18.9,51.7,이하영,합격
CELL-01123,2026-04-17 07:21,B라인,주간,3.747,4770.3,20.35,11.171,67.86,66.8,25.8,48.0,한서린,합격
CELL-01124,2026-04-17 07:35,B라인,주간,3.673,4703.6,21.59,10.724,69.66,69.7,24.3,29.9,박정민,합격
CELL-01125,2026-04-17 07:48,C라인,야간,3.694,5131.6,24.25,11.291,69.44,69.2,27.5,40.6,김수현,합격
CELL-01126,2026-04-17 09:27,A라인,주간,3.756,4972.4,17.86,11.127,69.41,71.4,27.8,35.5,박정민,합격
CELL-01127,2026-04-17 10:21,C라인,주간,3.683,5014.3,25.59,11.236,69.87,63.8,29.7,55.0,김수현,합격
CELL-01128,2026-04-17 11:27,A라인,주간,3.715,5058.7,14.98,11.04,68.39,79.9,25.7,54.2,박정민,합격
CELL-01129,2026-04-17 11:29,C라인,주간,3.644,4810.9,20.14,10.687,70.56,65.3,25.8,56.3,김수현,합격
CELL-01130,2026-04-17 11:44,C라인,야간,3.678,5111.8,31.82,11.084,70.11,80.7,25.4,45.2,이하영,합격
CELL-01131,2026-04-17 11:47,C라인,야간,3.728,4833.3,22.79,10.609,70.24,78.9,23.1,57.0,이하영,합격
CELL-01132,2026-04-17 12:16,B라인,야간,3.683,5009.2,18.59,10.658,70.14,76.5,25.2,50.8,김수현,합격
CELL-01133,2026-04-17 13:35,A라인,야간,3.684,4956.1,21.47,11.319,71.87,,17.7,40.8,한서린,합격
CELL-01134,2026-04-17 17:58,B라인,주간,3.66,4840.1,18.96,11.118,70.49,78.4,23.6,54.0,정우석,합격
CELL-01135,2026-04-17 18:17,B라인,주간,3.692,4825.8,23.83,11.038,70.83,73.2,23.6,43.8,박정민,합격
CELL-01136,2026-04-17 19:05,A라인,주간,3.72,4770.4,25.29,11.119,67.72,76.2,19.4,40.8,김수현,합격
CELL-01137,2026-04-17 20:44,B라인,주간,3.628,4815.9,22.3,10.921,68.86,80.0,22.3,51.7,박정민,합격
CELL-01138,2026-04-17 21:57,C라인,주간,3.706,4999.3,24.58,11.202,68.96,84.2,27.5,46.4,정우석,합격
CELL-01139,2026-04-18 00:11,A라인,야간,3.641,4692.6,29.61,11.141,70.49,71.0,21.4,48.4,정우석,불합격
CELL-01140,2026-04-18 00:23,B라인,야간,3.67,4686.9,21.35,11.038,69.96,80.2,28.3,50.4,정우석,합격
CELL-01141,2026-04-18 03:15,A라인,주간,3.678,4975.8,18.51,10.921,70.41,79.3,22.9,42.0,이하영,합격
CELL-01142,2026-04-18 03:33,C라인,주간,3.71,4838.7,18.41,10.811,70.73,56.6,22.6,40.9,김수현,합격
CELL-01143,2026-04-18 07:24,C라인,주간,3.688,5043.5,23.2,10.979,70.41,63.4,20.3,46.9,이하영,합격
CELL-01144,2026-04-18 09:07,B라인,주간,3.702,5035.5,15.4,11.058,71.19,63.1,23.8,38.5,정우석,합격
CELL-01145,2026-04-18 09:21,A라인,야간,3.708,5061.5,17.9,11.209,71.86,65.6,23.0,28.8,이하영,합격
CELL-01146,2026-04-18 09:41,C라인,주간,3.655,5149.1,20.18,11.223,72.77,66.4,,34.9,한서린,합격
CELL-01147,2026-04-18 10:15,A라인,야간,3.697,4962.4,18.17,10.85,69.79,74.2,25.0,45.7,한서린,합격
CELL-01148,2026-04-18 13:27,B라인,주간,3.746,4984.8,16.34,11.193,68.42,63.5,25.4,43.1,이하영,합격
CELL-01149,2026-04-18 14:21,A라인,야간,3.71,4966.4,25.0,11.038,71.22,73.5,24.6,49.2,정우석,합격
CELL-01150,2026-04-18 14:54,B라인,주간,3.655,4810.2,25.72,10.969,72.05,68.7,23.4,52.4,한서린,합격
CELL-01151,2026-04-18 16:09,B라인,야간,3.67,4923.2,25.69,10.698,70.43,58.7,26.5,46.6,박정민,합격
CELL-01152,2026-04-18 17:02,A라인,야간,3.689,4880.1,21.69,11.419,70.5,92.3,18.5,,이하영,합격
CELL-01153,2026-04-18 18:15,B라인,주간,3.733,4727.6,20.56,10.849,72.15,74.5,22.7,39.6,정우석,합격
CELL-01154,2026-04-18 19:42,A라인,주간,3.698,4808.0,21.25,10.776,70.1,71.5,25.7,45.6,김수현,합격
CELL-01155,2026-04-18 19:47,C라인,주간,3.618,4978.7,24.4,11.237,70.08,74.8,18.9,36.5,박정민,합격
CELL-01156,2026-04-18 20:38,B라인,주간,3.679,4700.9,20.91,11.232,69.93,65.3,22.2,49.5,이하영,합격
CELL-01157,2026-04-18 21:43,C라인,야간,3.713,5038.0,21.72,11.064,69.18,72.6,24.2,42.1,이하영,합격
CELL-01158,2026-04-18 23:52,B라인,주간,3.659,4791.1,20.28,10.68,70.56,66.9,26.0,43.2,박정민,합격
CELL-01159,2026-04-19 00:36,B라인,주간,3.675,4720.3,18.94,11.415,71.63,76.0,21.8,37.1,김수현,합격
CELL-01160,2026-04-19 02:29,C라인,주간,3.697,4964.3,19.54,11.219,71.07,68.1,22.8,35.0,한서린,합격
CELL-01161,2026-04-19 03:41,B라인,야간,3.666,4546.2,23.84,11.149,70.82,85.9,19.1,53.8,김수현,불합격
CELL-01162,2026-04-19 03:42,C라인,주간,3.667,4790.8,29.58,10.76,69.1,79.5,23.8,45.8,박정민,합격
CELL-01163,2026-04-19 04:22,C라인,야간,3.692,5097.1,25.47,10.592,70.81,70.8,25.3,49.3,이하영,합격
CELL-01164,2026-04-19 05:10,A라인,야간,3.686,4847.2,20.86,11.385,70.02,59.3,23.6,38.1,한서린,합격
CELL-01165,2026-04-19 05:27,B라인,주간,3.714,4841.4,20.15,10.964,70.33,68.9,22.9,52.5,김수현,합격
CELL-01166,2026-04-19 05:31,C라인,야간,3.69,4938.6,27.22,10.975,70.28,78.1,25.0,44.8,박정민,합격
CELL-01167,2026-04-19 06:22,B라인,야간,3.736,4875.6,26.86,10.86,69.78,68.1,26.4,49.2,한서린,합격
CELL-01168,2026-04-19 06:50,B라인,야간,3.667,4713.0,20.23,10.939,71.47,69.5,21.0,46.7,이하영,합격
CELL-01169,2026-04-19 07:10,C라인,주간,3.619,4670.5,21.63,11.293,70.17,77.4,26.3,37.9,김수현,합격
CELL-01170,2026-04-19 09:27,C라인,주간,3.702,4862.0,22.37,10.802,70.46,76.0,20.7,46.6,박정민,합격
CELL-01171,2026-04-19 09:42,A라인,야간,3.693,5066.1,19.03,10.891,68.94,,21.5,38.2,한서린,합격
CELL-01172,2026-04-19 10:47,A라인,주간,3.669,5020.3,19.83,10.714,69.12,86.5,21.8,46.0,이하영,합격
CELL-01173,2026-04-19 15:05,B라인,주간,3.703,4775.8,20.65,10.823,70.27,68.3,24.9,57.2,한서린,합격
CELL-01174,2026-04-19 15:54,A라인,야간,3.672,4981.5,22.61,10.52,69.98,68.7,23.8,35.4,김수현,합격
CELL-01175,2026-04-19 17:02,C라인,주간,3.645,5080.9,15.01,10.77,70.24,61.7,22.0,39.6,김수현,합격
CELL-01176,2026-04-19 17:19,A라인,주간,3.678,4593.4,16.11,10.743,71.13,65.3,24.4,51.4,한서린,합격
CELL-01177,2026-04-19 18:56,B라인,야간,3.711,4758.3,20.99,10.997,69.27,72.0,20.8,48.1,박정민,합격
CELL-01178,2026-04-19 19:42,A라인,주간,3.64,4792.1,19.02,10.946,71.12,67.1,27.3,36.4,정우석,합격
CELL-01179,2026-04-19 20:21,B라인,야간,3.667,4909.2,21.98,10.813,71.9,70.7,24.1,57.2,정우석,합격
CELL-01180,2026-04-19 20:23,C라인,야간,3.693,4874.4,24.24,11.029,70.14,73.6,21.1,43.8,정우석,합격
CELL-01181,2026-04-19 20:29,A라인,주간,3.753,4885.6,21.32,11.115,71.17,69.1,20.7,41.6,김수현,합격
CELL-01182,2026-04-19 21:22,A라인,주간,3.679,4850.8,21.83,10.925,70.77,69.4,25.8,40.5,정우석,합격
CELL-01183,2026-04-20 00:12,B라인,주간,3.685,4915.2,19.5,10.905,68.22,82.5,25.8,49.2,정우석,합격
CELL-01184,2026-04-20 00:24,B라인,주간,3.674,5038.4,18.03,10.946,71.5,60.5,24.0,36.7,김수현,합격
CELL-01185,2026-04-20 01:35,A라인,야간,3.683,4601.1,21.55,11.281,70.9,73.3,23.7,43.7,정우석,합격
CELL-01186,2026-04-20 02:32,B라인,야간,3.661,4925.9,26.02,11.331,70.87,72.8,25.1,41.1,한서린,합격
CELL-01187,2026-04-20 04:41,C라인,주간,3.653,4865.6,25.69,10.91,71.81,72.6,26.3,36.0,박정민,합격
CELL-01188,2026-04-20 05:53,B라인,주간,3.66,4742.1,21.38,10.904,68.35,76.3,25.9,44.6,박정민,합격
CELL-01189,2026-04-20 06:44,C라인,야간,3.712,4942.9,24.76,11.001,71.14,65.0,21.0,45.6,김수현,합격
CELL-01190,2026-04-20 08:23,B라인,주간,3.674,5101.4,20.09,11.018,71.38,72.7,22.5,40.6,정우석,합격
CELL-01191,2026-04-20 09:23,B라인,주간,3.663,4808.9,21.12,10.621,70.96,71.9,22.7,56.4,이하영,합격
CELL-01192,2026-04-20 11:42,C라인,야간,3.722,5006.0,22.0,11.237,69.75,71.3,23.5,39.5,김수현,합격
CELL-01193,2026-04-20 12:10,B라인,주간,3.728,4818.5,24.74,10.845,70.02,74.6,23.6,42.3,정우석,합격
CELL-01194,2026-04-20 13:03,A라인,주간,3.705,4759.7,25.52,10.824,69.88,77.2,23.2,50.8,이하영,불합격
CELL-01195,2026-04-20 13:45,B라인,주간,3.673,4885.0,20.05,10.696,69.5,60.3,23.0,41.3,김수현,합격
CELL-01196,2026-04-20 13:52,A라인,야간,3.731,5121.7,25.0,11.134,70.11,67.9,24.3,61.6,정우석,합격
CELL-01197,2026-04-20 14:14,C라인,야간,3.745,4810.2,18.15,11.145,70.54,66.3,24.5,52.1,정우석,합격
CELL-01198,2026-04-20 14:54,B라인,주간,3.609,5043.9,23.21,11.083,69.46,67.1,25.2,47.3,한서린,합격
CELL-01199,2026-04-20 15:00,C라인,주간,3.771,4661.7,27.39,11.163,71.01,72.4,27.3,51.3,정우석,불합격
CELL-01200,2026-04-20 15:39,A라인,주간,3.72,5003.1,18.61,11.205,69.27,64.7,25.8,59.8,한서린,합격
CELL-01201,2026-04-20 15:52,B라인,주간,3.746,4832.8,29.26,11.151,68.3,72.2,22.2,44.1,박정민,합격
